total specific genes: 133

total NS genes: 133

#spec: number of specific genes that has the motif
%spec: percent of specific genes that has the motif
nonS: non-specific gene group 
ORI: over-representation index
Motif_ID	#spec	#nonS	%spec	%nonS	ratio	ORI	TF_Name	ENSEMBLE_ID	TF_ID	TF_Species	Family_Name	Family_ID	width
M03335_2.00	13	1	10.45	1.49	7.00	49.93	IRF8	ENSG00000140968	T244082_2.00	Homo_sapiens	IRF	F243_2.00	14
M02691_2.00	6	1	5.22	1.49	3.50	13.31	IRF2	ENSG00000168310	T244083_2.00	Homo_sapiens	IRF	F243_2.00	18
M03337_2.00	31	8	23.88	6.72	3.56	11.27	IRF7	ENSG00000185507	T244084_2.00	Homo_sapiens	IRF	F243_2.00	14
M03331_2.00	3	1	2.99	1.49	2.00	4.76	IRF3	ENSG00000126456	T244079_2.00	Homo_sapiens	IRF	F243_2.00	21
M03336_2.00	1	0	1.49	0.75	2.00	3.80	IRF8	ENSG00000140968	T244082_2.00	Homo_sapiens	IRF	F243_2.00	14
M03334_2.00	1	0	1.49	0.75	2.00	3.80	IRF4	ENSG00000137265	T244081_2.00	Homo_sapiens	IRF	F243_2.00	15
M03339_2.00	1	0	1.49	0.75	2.00	3.80	IRF9	ENSG00000213928	T244085_2.00	Homo_sapiens	IRF	F243_2.00	15
M03333_2.00	72	49	54.48	37.31	1.46	2.18	IRF5	ENSG00000128604	T244080_2.00	Homo_sapiens	IRF	F243_2.00	11
M02669_2.00	4	3	3.73	2.99	1.25	2.08	Znf423	ENSRNOG00000014658	T109003_2.00	Rattus_norvegicus	C2H2 ZF	F135_2.00	15
M03330_2.00	13	9	10.45	7.46	1.40	1.82	HSF1	ENSG00000185122	T240228_2.00	Homo_sapiens	HSF	F238_2.00	13
M02680_2.00	65	58	49.25	44.03	1.12	1.32	FOXF2	ENSG00000137273	T185773_2.00	Homo_sapiens	Forkhead	F196_2.00	14
M02687_2.00	36	39	27.61	29.85	0.93	1.14	Lhx3	ENSMUSG00000026934	T212446_2.00	Mus_musculus	Homeodomain	F223_2.00	13
M02685_2.00	58	56	44.03	42.54	1.04	1.10	PBX1	ENSG00000185630	T209930_2.00	Homo_sapiens	Homeodomain	F223_2.00	12
M02678_2.00	133	133	100.00	100.00	1.00	1.08	SPIB	ENSG00000269404	T176138_2.00	Homo_sapiens	Ets	F180_2.00	7
M03327_2.00	125	121	94.03	91.04	1.03	1.08	HSFY2	ENSG00000169953	T240224_2.00	Homo_sapiens	HSF	F238_2.00	9
M02681_2.00	123	123	92.54	92.54	1.00	1.06	FOXD1	ENSG00000251493	T185806_2.00	Homo_sapiens	Forkhead	F196_2.00	8
M02690_2.00	133	133	100.00	100.00	1.00	1.00	Pax2	ENSMUSG00000004231	T237405_2.00	Mus_musculus	Homeodomain,Paired box	F230_2.00	8
M02686_2.00	132	131	99.25	98.51	1.01	0.99	Nkx2-5	ENSMUSG00000015579	T212407_2.00	Mus_musculus	Homeodomain	F223_2.00	7
M02705_2.00	98	95	73.88	71.64	1.03	0.99	RORA	ENSG00000069667	T303208_2.00	Homo_sapiens	Nuclear receptor	F278_2.00	10
M03326_2.00	94	95	70.90	71.64	0.99	0.97	HSFY2	ENSG00000169953	T240224_2.00	Homo_sapiens	HSF	F238_2.00	15
M02688_2.00	131	129	98.51	97.01	1.02	0.96	Nobox	ENSMUSG00000029736	T212459_2.00	Mus_musculus	Homeodomain	F223_2.00	8
M03338_2.00	5	6	4.48	5.22	0.86	0.70	IRF7	ENSG00000185507	T244084_2.00	Homo_sapiens	IRF	F243_2.00	17
#Finished
