total specific genes: 133

total NS genes: 133

#spec: number of specific genes that has the motif
%spec: percent of specific genes that has the motif
nonS: non-specific gene group 
ORI: over-representation index
Motif_ID	#spec	#nonS	%spec	%nonS	ratio	ORI	TF_Name	ENSEMBLE_ID	TF_ID	TF_Species	Family_Name	Family_ID	width
M03337_2.00	31	8	23.88	6.72	3.56	14.88	IRF7	ENSG00000185507	T244084_2.00	Homo_sapiens	IRF	F243_2.00	14
M03335_2.00	13	3	10.45	2.99	3.50	12.36	IRF8	ENSG00000140968	T244082_2.00	Homo_sapiens	IRF	F243_2.00	14
M02691_2.00	6	2	5.22	2.24	2.33	5.86	IRF2	ENSG00000168310	T244083_2.00	Homo_sapiens	IRF	F243_2.00	18
M03331_2.00	3	1	2.99	1.49	2.00	4.71	IRF3	ENSG00000126456	T244079_2.00	Homo_sapiens	IRF	F243_2.00	21
M03330_2.00	13	8	10.45	6.72	1.56	2.20	HSF1	ENSG00000185122	T240228_2.00	Homo_sapiens	HSF	F238_2.00	13
M03333_2.00	72	52	54.48	39.55	1.38	2.03	IRF5	ENSG00000128604	T244080_2.00	Homo_sapiens	IRF	F243_2.00	11
M03327_2.00	125	113	94.03	85.07	1.11	1.35	HSFY2	ENSG00000169953	T240224_2.00	Homo_sapiens	HSF	F238_2.00	9
M03326_2.00	94	84	70.90	63.43	1.12	1.33	HSFY2	ENSG00000169953	T240224_2.00	Homo_sapiens	HSF	F238_2.00	15
M02685_2.00	58	55	44.03	41.79	1.05	1.18	PBX1	ENSG00000185630	T209930_2.00	Homo_sapiens	Homeodomain	F223_2.00	12
M02680_2.00	65	62	49.25	47.01	1.05	1.17	FOXF2	ENSG00000137273	T185773_2.00	Homo_sapiens	Forkhead	F196_2.00	14
M02678_2.00	133	132	100.00	99.25	1.01	1.11	SPIB	ENSG00000269404	T176138_2.00	Homo_sapiens	Ets	F180_2.00	7
M02681_2.00	123	120	92.54	90.30	1.02	1.05	FOXD1	ENSG00000251493	T185806_2.00	Homo_sapiens	Forkhead	F196_2.00	8
M02690_2.00	133	132	100.00	99.25	1.01	1.04	Pax2	ENSMUSG00000004231	T237405_2.00	Mus_musculus	Homeodomain,Paired box	F230_2.00	8
M02686_2.00	132	128	99.25	96.27	1.03	1.00	Nkx2-5	ENSMUSG00000015579	T212407_2.00	Mus_musculus	Homeodomain	F223_2.00	7
M02688_2.00	131	127	98.51	95.52	1.03	0.99	Nobox	ENSMUSG00000029736	T212459_2.00	Mus_musculus	Homeodomain	F223_2.00	8
M03339_2.00	1	1	1.49	1.49	1.00	0.94	IRF9	ENSG00000213928	T244085_2.00	Homo_sapiens	IRF	F243_2.00	15
M03334_2.00	1	1	1.49	1.49	1.00	0.94	IRF4	ENSG00000137265	T244081_2.00	Homo_sapiens	IRF	F243_2.00	15
M03336_2.00	1	1	1.49	1.49	1.00	0.94	IRF8	ENSG00000140968	T244082_2.00	Homo_sapiens	IRF	F243_2.00	14
M02705_2.00	98	108	73.88	81.34	0.91	0.83	RORA	ENSG00000069667	T303208_2.00	Homo_sapiens	Nuclear receptor	F278_2.00	10
M02687_2.00	36	44	27.61	33.58	0.82	0.75	Lhx3	ENSMUSG00000026934	T212446_2.00	Mus_musculus	Homeodomain	F223_2.00	13
M02669_2.00	4	6	3.73	5.22	0.71	0.67	Znf423	ENSRNOG00000014658	T109003_2.00	Rattus_norvegicus	C2H2 ZF	F135_2.00	15
M03338_2.00	5	8	4.48	6.72	0.67	0.31	IRF7	ENSG00000185507	T244084_2.00	Homo_sapiens	IRF	F243_2.00	17
#Finished
